Freq.	V(out)
3.71535229097168e+03	(7.07526713135479e+01dB,-6.54010234154515e+01°)
3.80189396320557e+03	(7.05867403671415e+01dB,-6.58975776498030e+01°)
3.89045144994276e+03	(7.04195274616445e+01dB,-6.63866012460893e+01°)
3.98107170553493e+03	(7.02510716636186e+01dB,-6.68680695082768e+01°)
4.07380277804108e+03	(7.00814115386891e+01dB,-6.73419667316610e+01°)
4.16869383470331e+03	(6.99105851029261e+01dB,-6.78082858181903e+01°)
4.26579518801588e+03	(6.97386297789385e+01dB,-6.82670278865419e+01°)
4.36515832240161e+03	(6.95655823565500e+01dB,-6.87182018791816e+01°)
4.46683592150958e+03	(6.93914789579110e+01dB,-6.91618241684767e+01°)
4.57088189614870e+03	(6.92163550068794e+01dB,-6.95979181637610e+01°)
4.67735141287193e+03	(6.90402452024941e+01dB,-7.00265139210848e+01°)
4.78630092322633e+03	(6.88631834963506e+01dB,-7.04476477572160e+01°)
4.89778819368441e+03	(6.86852030736835e+01dB,-7.08613618692937e+01°)
5.01187233627267e+03	(6.85063363379530e+01dB,-7.12677039613819e+01°)
5.12861383991359e+03	(6.83266148987296e+01dB,-7.16667268790127e+01°)
5.24807460249767e+03	(6.81460695626713e+01dB,-7.20584882526689e+01°)
5.37031796370247e+03	(6.79647303273856e+01dB,-7.24430501510115e+01°)
5.49540873857618e+03	(6.77826263779722e+01dB,-7.28204787445330e+01°)
5.62341325190343e+03	(6.75997860860464e+01dB,-7.31908439801913e+01°)
5.75439937337150e+03	(6.74162370110444e+01dB,-7.35542192674673e+01°)
5.88843655355582e+03	(6.72320059036224e+01dB,-7.39106811761851e+01°)
6.02559586074351e+03	(6.70471187109624e+01dB,-7.42603091463356e+01°)
6.16595001861475e+03	(6.68616005838078e+01dB,-7.46031852100588e+01°)
6.30957344480186e+03	(6.66754758850596e+01dB,-7.49393937258587e+01°)
6.45654229034648e+03	(6.64887681997700e+01dB,-7.52690211250552e+01°)
6.60693448007588e+03	(6.63015003463791e+01dB,-7.55921556704118e+01°)
6.76082975391974e+03	(6.61136943890503e+01dB,-7.59088872268218e+01°)
6.91830970918928e+03	(6.59253716509664e+01dB,-7.62193070438889e+01°)
7.07945784384129e+03	(6.57365527284578e+01dB,-7.65235075501900e+01°)
7.24435960074981e+03	(6.55472575058422e+01dB,-7.68215821589760e+01°)
7.41310241300908e+03	(6.53575051708640e+01dB,-7.71136250850317e+01°)
7.58577575029174e+03	(6.51673142306292e+01dB,-7.73997311723915e+01°)
7.76247116628682e+03	(6.49767025279390e+01dB,-7.76799957325861e+01°)
7.94328234724272e+03	(6.47856872579339e+01dB,-7.79545143930775e+01°)
8.12830516164089e+03	(6.45942849849666e+01dB,-7.82233829555268e+01°)
8.31763771102661e+03	(6.44025116596283e+01dB,-7.84866972635309e+01°)
8.51138038202366e+03	(6.42103826358620e+01dB,-7.87445530794576e+01°)
8.70963589956070e+03	(6.40179126880995e+01dB,-7.89970459700025e+01°)
8.91250938133734e+03	(6.38251160283669e+01dB,-7.92442712000946e+01°)
9.12010839355898e+03	(6.36320063233093e+01dB,-7.94863236347760e+01°)
9.33254300796979e+03	(6.34385967110875e+01dB,-7.97232976486839e+01°)
9.54992586021424e+03	(6.32448998181099e+01dB,-7.99552870427711e+01°)
9.77237220955798e+03	(6.30509277755610e+01dB,-8.01823849679026e+01°)
9.99999999999987e+03	(6.28566922356980e+01dB,-8.04046838549796e+01°)
1.02329299228074e+04	(6.26622043878861e+01dB,-8.06222753512450e+01°)
1.04712854805089e+04	(6.24674749743513e+01dB,-8.08352502624376e+01°)
1.07151930523759e+04	(6.22725143056285e+01dB,-8.10436985004713e+01°)
1.09647819614317e+04	(6.20773322756897e+01dB,-8.12477090363249e+01°)
1.12201845430195e+04	(6.18819383767368e+01dB,-8.14473698578412e+01°)
1.14815362149687e+04	(6.16863417136486e+01dB,-8.16427679321446e+01°)
1.17489755493951e+04	(6.14905510180723e+01dB,-8.18339891723957e+01°)
1.20226443461740e+04	(6.12945746621523e+01dB,-8.20211184086171e+01°)
1.23026877081237e+04	(6.10984206718928e+01dB,-8.22042393623323e+01°)
1.25892541179415e+04	(6.09020967401485e+01dB,-8.23834346247730e+01°)
1.28824955169312e+04	(6.07056102392447e+01dB,-8.25587856384202e+01°)
1.31825673855639e+04	(6.05089682332242e+01dB,-8.27303726816577e+01°)
1.34896288259164e+04	(6.03121774897237e+01dB,-8.28982748563247e+01°)
1.38038426460287e+04	(6.01152444914806e+01dB,-8.30625700779674e+01°)
1.41253754462274e+04	(5.99181754474752e+01dB,-8.32233350685974e+01°)
1.44543977074591e+04	(5.97209763037103e+01dB,-8.33806453517783e+01°)
1.47910838816819e+04	(5.95236527536352e+01dB,-8.35345752498669e+01°)
1.51356124843619e+04	(5.93262102482177e+01dB,-8.36851978832497e+01°)
1.54881661891246e+04	(5.91286540056715e+01dB,-8.38325851714202e+01°)
1.58489319246109e+04	(5.89309890208456e+01dB,-8.39768078357557e+01°)
1.62181009735891e+04	(5.87332200742819e+01dB,-8.41179354038545e+01°)
1.65958690743754e+04	(5.85353517409489e+01dB,-8.42560362153104e+01°)
1.69824365246172e+04	(5.83373883986587e+01dB,-8.43911774288014e+01°)
1.73780082874935e+04	(5.81393342361765e+01dB,-8.45234250303813e+01°)
1.77827941003890e+04	(5.79411932610286e+01dB,-8.46528438428693e+01°)
1.81970085860996e+04	(5.77429693070178e+01dB,-8.47794975362384e+01°)
1.86208713666284e+04	(5.75446660414559e+01dB,-8.49034486389090e+01°)
1.90546071796322e+04	(5.73462869721185e+01dB,-8.50247585498639e+01°)
1.94984459975802e+04	(5.71478354539335e+01dB,-8.51434875515003e+01°)
1.99526231496885e+04	(5.69493146954090e+01dB,-8.52596948231468e+01°)
2.04173794466950e+04	(5.67507277648104e+01dB,-8.53734384551726e+01°)
2.08929613085401e+04	(5.65520775960935e+01dB,-8.54847754636249e+01°)
2.13796208950220e+04	(5.63533669946033e+01dB,-8.55937618053326e+01°)
2.18776162394952e+04	(5.61545986425441e+01dB,-8.57004523934203e+01°)
2.23872113856831e+04	(5.59557751042304e+01dB,-8.58049011131799e+01°)
2.29086765276774e+04	(5.57568988311258e+01dB,-8.59071608382504e+01°)
2.34422881531989e+04	(5.55579721666767e+01dB,-8.60072834470620e+01°)
2.39883291901946e+04	(5.53589973509491e+01dB,-8.61053198395009e+01°)
2.45470891568500e+04	(5.51599765250744e+01dB,-8.62013199537586e+01°)
2.51188643150954e+04	(5.49609117355121e+01dB,-8.62953327833273e+01°)
2.57039578276883e+04	(5.47618049381365e+01dB,-8.63874063941113e+01°)
2.63026799189534e+04	(5.45626580021521e+01dB,-8.64775879416219e+01°)
2.69153480392688e+04	(5.43634727138465e+01dB,-8.65659236882298e+01°)
2.75422870333813e+04	(5.41642507801850e+01dB,-8.66524590204489e+01°)
2.81838293126441e+04	(5.39649938322548e+01dB,-8.67372384662278e+01°)
2.88403150312656e+04	(5.37657034285625e+01dB,-8.68203057122290e+01°)
2.95120922666634e+04	(5.35663810581928e+01dB,-8.69017036210753e+01°)
3.01995172040197e+04	(5.33670281438317e+01dB,-8.69814742485461e+01°)
3.09029543251354e+04	(5.31676460446619e+01dB,-8.70596588607094e+01°)
3.16227766016833e+04	(5.29682360591327e+01dB,-8.71362979509713e+01°)
3.23593656929623e+04	(5.27687994276126e+01dB,-8.72114312570351e+01°)
3.31131121482586e+04	(5.25693373349260e+01dB,-8.72850977777540e+01°)
3.38844156139197e+04	(5.23698509127811e+01dB,-8.73573357898698e+01°)
3.46736850452526e+04	(5.21703412420929e+01dB,-8.74281828646273e+01°)
3.54813389233570e+04	(5.19708093552042e+01dB,-8.74976758842569e+01°)
3.63078054770096e+04	(5.17712562380109e+01dB,-8.75658510583181e+01°)
3.71535229097167e+04	(5.15716828319937e+01dB,-8.76327439398975e+01°)
3.80189396320555e+04	(5.13720900361613e+01dB,-8.76983894416565e+01°)
3.89045144994275e+04	(5.11724787089075e+01dB,-8.77628218517245e+01°)
3.98107170553491e+04	(5.09728496697875e+01dB,-8.78260748494330e+01°)
4.07380277804107e+04	(5.07732037012149e+01dB,-8.78881815208886e+01°)
4.16869383470329e+04	(5.05735415500838e+01dB,-8.79491743743819e+01°)
4.26579518801586e+04	(5.03738639293188e+01dB,-8.80090853556313e+01°)
4.36515832240159e+04	(5.01741715193562e+01dB,-8.80679458628591e+01°)
4.46683592150956e+04	(4.99744649695589e+01dB,-8.81257867617013e+01°)
4.57088189614868e+04	(4.97747448995673e+01dB,-8.81826383999491e+01°)
4.67735141287191e+04	(4.95750119005904e+01dB,-8.82385306221231e+01°)
4.78630092322631e+04	(4.93752665366381e+01dB,-8.82934927838809e+01°)
4.89778819368439e+04	(4.91755093456977e+01dB,-8.83475537662594e+01°)
5.01187233627264e+04	(4.89757408408571e+01dB,-8.84007419897515e+01°)
5.12861383991357e+04	(4.87759615113767e+01dB,-8.84530854282217e+01°)
5.24807460249764e+04	(4.85761718237122e+01dB,-8.85046116226601e+01°)
5.37031796370244e+04	(4.83763722224905e+01dB,-8.85553476947781e+01°)
5.49540873857616e+04	(4.81765631314400e+01dB,-8.86053203604480e+01°)
5.62341325190340e+04	(4.79767449542783e+01dB,-8.86545559429898e+01°)
5.75439937337148e+04	(4.77769180755582e+01dB,-8.87030803863074e+01°)
5.88843655355580e+04	(4.75770828614737e+01dB,-8.87509192678770e+01°)
6.02559586074348e+04	(4.73772396606281e+01dB,-8.87980978115927e+01°)
6.16595001861472e+04	(4.71773888047661e+01dB,-8.88446409004707e+01°)
6.30957344480183e+04	(4.69775306094694e+01dB,-8.88905730892165e+01°)
6.45654229034645e+04	(4.67776653748204e+01dB,-8.89359186166594e+01°)
6.60693448007586e+04	(4.65777933860323e+01dB,-8.89807014180575e+01°)
6.76082975391971e+04	(4.63779149140486e+01dB,-8.90249451372765e+01°)
6.91830970918925e+04	(4.61780302161133e+01dB,-8.90686731388483e+01°)
7.07945784384127e+04	(4.59781395363114e+01dB,-8.91119085199111e+01°)
7.24435960074979e+04	(4.57782431060830e+01dB,-8.91546741220372e+01°)
7.41310241300906e+04	(4.55783411447102e+01dB,-8.91969925429517e+01°)
7.58577575029172e+04	(4.53784338597789e+01dB,-8.92388861481473e+01°)
7.76247116628679e+04	(4.51785214476162e+01dB,-8.92803770823977e+01°)
7.94328234724269e+04	(4.49786040937036e+01dB,-8.93214872811774e+01°)
8.12830516164086e+04	(4.47786819730681e+01dB,-8.93622384819889e+01°)
8.31763771102658e+04	(4.45787552506513e+01dB,-8.94026522356042e+01°)
8.51138038202363e+04	(4.43788240816567e+01dB,-8.94427499172245e+01°)
8.70963589956067e+04	(4.41788886118773e+01dB,-8.94825527375624e+01°)
8.91250938133731e+04	(4.39789489780029e+01dB,-8.95220817538517e+01°)
9.12010839355895e+04	(4.37790053079086e+01dB,-8.95613578807898e+01°)
9.33254300796976e+04	(4.35790577209245e+01dB,-8.96004019014165e+01°)
9.54992586021420e+04	(4.33791063280878e+01dB,-8.96392344779350e+01°)
9.77237220955795e+04	(4.31791512323764e+01dB,-8.96778761624790e+01°)
9.99999999999984e+04	(4.29791925289274e+01dB,-8.97163474078318e+01°)
1.02329299228074e+05	(4.27792303052369e+01dB,-8.97546685781010e+01°)
1.04712854805088e+05	(4.25792646413453e+01dB,-8.97928599593541e+01°)
1.07151930523759e+05	(4.23792956100063e+01dB,-8.98309417702210e+01°)
1.09647819614317e+05	(4.21793232768405e+01dB,-8.98689341724662e+01°)
1.12201845430195e+05	(4.19793477004739e+01dB,-8.99068572815373e+01°)
1.14815362149686e+05	(4.17793689326619e+01dB,-8.99447311770938e+01°)
1.17489755493951e+05	(4.15793870183986e+01dB,-8.99825759135220e+01°)
1.20226443461739e+05	(4.13794019960119e+01dB,-9.00204115304398e+01°)
1.23026877081236e+05	(4.11794138972444e+01dB,-9.00582580631974e+01°)
1.25892541179415e+05	(4.09794227473207e+01dB,-9.00961355533777e+01°)
1.28824955169311e+05	(4.07794285650006e+01dB,-9.01340640593036e+01°)
1.31825673855639e+05	(4.05794313626188e+01dB,-9.01720636665540e+01°)
1.34896288259163e+05	(4.03794311461111e+01dB,-9.02101544984965e+01°)
1.38038426460286e+05	(4.01794279150268e+01dB,-9.02483567268399e+01°)
1.41253754462273e+05	(3.99794216625280e+01dB,-9.02866905822124e+01°)
1.44543977074590e+05	(3.97794123753753e+01dB,-9.03251763647706e+01°)
1.47910838816818e+05	(3.95794000338998e+01dB,-9.03638344548436e+01°)
1.51356124843618e+05	(3.93793846119613e+01dB,-9.04026853236182e+01°)
1.54881661891246e+05	(3.91793660768941e+01dB,-9.04417495438700e+01°)
1.58489319246109e+05	(3.89793443894369e+01dB,-9.04810478007447e+01°)
1.62181009735890e+05	(3.87793195036510e+01dB,-9.05206009025960e+01°)
1.65958690743753e+05	(3.85792913668228e+01dB,-9.05604297918850e+01°)
1.69824365246172e+05	(3.83792599193530e+01dB,-9.06005555561444e+01°)
1.73780082874935e+05	(3.81792250946303e+01dB,-9.06409994390162e+01°)
1.77827941003889e+05	(3.79791868188916e+01dB,-9.06817828513640e+01°)
1.81970085860995e+05	(3.77791450110659e+01dB,-9.07229273824684e+01°)
1.86208713666284e+05	(3.75790995826037e+01dB,-9.07644548113090e+01°)
1.90546071796322e+05	(3.73790504372900e+01dB,-9.08063871179381e+01°)
1.94984459975801e+05	(3.71789974710415e+01dB,-9.08487464949526e+01°)
1.99526231496885e+05	(3.69789405716874e+01dB,-9.08915553590679e+01°)
2.04173794466949e+05	(3.67788796187326e+01dB,-9.09348363627993e+01°)
2.08929613085400e+05	(3.65788144831042e+01dB,-9.09786124062579e+01°)
2.13796208950220e+05	(3.63787450268791e+01dB,-9.10229066490624e+01°)
2.18776162394952e+05	(3.61786711029939e+01dB,-9.10677425223768e+01°)
2.23872113856830e+05	(3.59785925549350e+01dB,-9.11131437410754e+01°)
2.29086765276773e+05	(3.57785092164089e+01dB,-9.11591343160419e+01°)
2.34422881531988e+05	(3.55784209109924e+01dB,-9.12057385666081e+01°)
2.39883291901945e+05	(3.53783274517614e+01dB,-9.12529811331367e+01°)
2.45470891568499e+05	(3.51782286408971e+01dB,-9.13008869897537e+01°)
2.51188643150954e+05	(3.49781242692707e+01dB,-9.13494814572356e+01°)
2.57039578276882e+05	(3.47780141160035e+01dB,-9.13987902160565e+01°)
2.63026799189534e+05	(3.45778979480021e+01dB,-9.14488393196003e+01°)
2.69153480392687e+05	(3.43777755194697e+01dB,-9.14996552075432e+01°)
2.75422870333812e+05	(3.41776465713890e+01dB,-9.15512647194105e+01°)
2.81838293126440e+05	(3.39775108309789e+01dB,-9.16036951083153e+01°)
2.88403150312656e+05	(3.37773680111224e+01dB,-9.16569740548805e+01°)
2.95120922666633e+05	(3.35772178097635e+01dB,-9.17111296813525e+01°)
3.01995172040196e+05	(3.33770599092749e+01dB,-9.17661905659086e+01°)
3.09029543251354e+05	(3.31768939757920e+01dB,-9.18221857571647e+01°)
3.16227766016832e+05	(3.29767196585140e+01dB,-9.18791447888872e+01°)
3.23593656929623e+05	(3.27765365889692e+01dB,-9.19370976949137e+01°)
3.31131121482585e+05	(3.25763443802449e+01dB,-9.19960750242870e+01°)
3.38844156139197e+05	(3.23761426261778e+01dB,-9.20561078566067e+01°)
3.46736850452526e+05	(3.21759309005063e+01dB,-9.21172278176028e+01°)
3.54813389233569e+05	(3.19757087559797e+01dB,-9.21794670949351e+01°)
3.63078054770095e+05	(3.17754757234261e+01dB,-9.22428584542220e+01°)
3.71535229097166e+05	(3.15752313107733e+01dB,-9.23074352553028e+01°)
3.80189396320555e+05	(3.13749750020246e+01dB,-9.23732314687370e+01°)
3.89045144994274e+05	(3.11747062561846e+01dB,-9.24402816925430e+01°)
3.98107170553490e+05	(3.09744245061342e+01dB,-9.25086211691802e+01°)
4.07380277804106e+05	(3.07741291574523e+01dB,-9.25782858027767e+01°)
4.16869383470328e+05	(3.05738195871820e+01dB,-9.26493121766044e+01°)
4.26579518801585e+05	(3.03734951425391e+01dB,-9.27217375708044e+01°)
4.36515832240158e+05	(3.01731551395599e+01dB,-9.27955999803642e+01°)
4.46683592150955e+05	(2.99727988616856e+01dB,-9.28709381333474e+01°)
4.57088189614867e+05	(2.97724255582822e+01dB,-9.29477915093772e+01°)
4.67735141287190e+05	(2.95720344430904e+01dB,-9.30262003583739e+01°)
4.78630092322630e+05	(2.93716246926051e+01dB,-9.31062057195459e+01°)
4.89778819368438e+05	(2.91711954443798e+01dB,-9.31878494406344e+01°)
5.01187233627263e+05	(2.89707457952535e+01dB,-9.32711741974092e+01°)
5.12861383991356e+05	(2.87702747994967e+01dB,-9.33562235134146e+01°)
5.24807460249763e+05	(2.85697814668729e+01dB,-9.34430417799622e+01°)
5.37031796370243e+05	(2.83692647606123e+01dB,-9.35316742763673e+01°)
5.49540873857615e+05	(2.81687235952934e+01dB,-9.36221671904241e+01°)
5.62341325190339e+05	(2.79681568346297e+01dB,-9.37145676391157e+01°)
5.75439937337147e+05	(2.77675632891568e+01dB,-9.38089236895511e+01°)
5.88843655355579e+05	(2.75669417138158e+01dB,-9.39052843801239e+01°)
6.02559586074347e+05	(2.73662908054291e+01dB,-9.40036997418823e+01°)
6.16595001861471e+05	(2.71656092000641e+01dB,-9.41042208201026e+01°)
6.30957344480182e+05	(2.69648954702798e+01dB,-9.42068996960546e+01°)
6.45654229034644e+05	(2.67641481222526e+01dB,-9.43117895089472e+01°)
6.60693448007584e+05	(2.65633655927757e+01dB,-9.44189444780397e+01°)
6.76082975391970e+05	(2.63625462461267e+01dB,-9.45284199249049e+01°)
6.91830970918924e+05	(2.61616883707994e+01dB,-9.46402722958254e+01°)
7.07945784384125e+05	(2.59607901760941e+01dB,-9.47545591843063e+01°)
7.24435960074977e+05	(2.57598497885604e+01dB,-9.48713393536823e+01°)
7.41310241300904e+05	(2.55588652482873e+01dB,-9.49906727597963e+01°)
7.58577575029170e+05	(2.53578345050352e+01dB,-9.51126205737257e+01°)
7.76247116628678e+05	(2.51567554142034e+01dB,-9.52372452045286e+01°)
7.94328234724267e+05	(2.49556257326273e+01dB,-9.53646103219793e+01°)
8.12830516164085e+05	(2.47544431141998e+01dB,-9.54947808792622e+01°)
8.31763771102656e+05	(2.45532051053088e+01dB,-9.56278231355873e+01°)
8.51138038202361e+05	(2.43519091400871e+01dB,-9.57638046786900e+01°)
8.70963589956065e+05	(2.41505525354658e+01dB,-9.59027944471733e+01°)
8.91250938133729e+05	(2.39491324860265e+01dB,-9.60448627526479e+01°)
9.12010839355893e+05	(2.37476460586441e+01dB,-9.61900813016205e+01°)
9.33254300796974e+05	(2.35460901869153e+01dB,-9.63385232170804e+01°)
9.54992586021419e+05	(2.33444616653642e+01dB,-9.64902630597251e+01°)
9.77237220955793e+05	(2.31427571434202e+01dB,-9.66453768487673e+01°)
9.99999999999982e+05	(2.29409731191593e+01dB,-9.68039420822565e+01°)
1.02329299228074e+06	(2.27391059328049e+01dB,-9.69660377568457e+01°)
1.04712854805088e+06	(2.25371517599790e+01dB,-9.71317443869290e+01°)
1.07151930523759e+06	(2.23351066046987e+01dB,-9.73011440230711e+01°)
1.09647819614316e+06	(2.21329662921112e+01dB,-9.74743202696412e+01°)
1.12201845430194e+06	(2.19307264609618e+01dB,-9.76513583015626e+01°)
1.14815362149686e+06	(2.17283825557879e+01dB,-9.78323448800793e+01°)
1.17489755493951e+06	(2.15259298188347e+01dB,-9.80173683674385e+01°)
1.20226443461739e+06	(2.13233632816862e+01dB,-9.82065187403769e+01°)
1.23026877081236e+06	(2.11206777566076e+01dB,-9.83998876022969e+01°)
1.25892541179414e+06	(2.09178678275943e+01dB,-9.85975681940074e+01°)
1.28824955169311e+06	(2.07149278411236e+01dB,-9.87996554029005e+01°)
1.31825673855638e+06	(2.05118518966067e+01dB,-9.90062457704244e+01°)
1.34896288259163e+06	(2.03086338365377e+01dB,-9.92174374977084e+01°)
1.38038426460286e+06	(2.01052672363386e+01dB,-9.94333304491863e+01°)
1.41253754462273e+06	(1.99017453938999e+01dB,-9.96540261540562e+01°)
1.44543977074590e+06	(1.96980613188165e+01dB,-9.98796278054076e+01°)
1.47910838816818e+06	(1.94942077213216e+01dB,-1.00110240256839e+02°)
1.51356124843618e+06	(1.92901770009202e+01dB,-1.00345970016377e+02°)
1.54881661891245e+06	(1.90859612347281e+01dB,-1.00586925237511e+02°)
1.58489319246108e+06	(1.88815521655213e+01dB,-1.00833215707124e+02°)
1.62181009735890e+06	(1.86769411895038e+01dB,-1.01084952830131e+02°)
1.65958690743753e+06	(1.84721193438043e+01dB,-1.01342249610590e+02°)
1.69824365246171e+06	(1.82670772937118e+01dB,-1.01605220629063e+02°)
1.73780082874934e+06	(1.80618053196664e+01dB,-1.01873982016000e+02°)
1.77827941003889e+06	(1.78562933040198e+01dB,-1.02148651420894e+02°)
1.81970085860995e+06	(1.76505307175867e+01dB,-1.02429347976974e+02°)
1.86208713666283e+06	(1.74445066060074e+01dB,-1.02716192261171e+02°)
1.90546071796321e+06	(1.72382095759476e+01dB,-1.03009306249110e+02°)
1.94984459975801e+06	(1.70316277811651e+01dB,-1.03308813264853e+02°)
1.99526231496884e+06	(1.68247489084735e+01dB,-1.03614837925156e+02°)
2.04173794466949e+06	(1.66175601636397e+01dB,-1.03927506077941e+02°)
2.08929613085400e+06	(1.64100482572559e+01dB,-1.04246944734746e+02°)
2.13796208950219e+06	(1.62021993906290e+01dB,-1.04573281996880e+02°)
2.18776162394951e+06	(1.59939992417362e+01dB,-1.04906646975021e+02°)
2.23872113856830e+06	(1.57854329513008e+01dB,-1.05247169702013e+02°)
2.29086765276773e+06	(1.55764851090452e+01dB,-1.05594981038617e+02°)
2.34422881531988e+06	(1.53671397401843e+01dB,-1.05950212571973e+02°)
2.39883291901944e+06	(1.51573802922286e+01dB,-1.06312996506579e+02°)
2.45470891568498e+06	(1.49471896221690e+01dB,-1.06683465547555e+02°)
2.51188643150953e+06	(1.47365499841226e+01dB,-1.07061752776049e+02°)
2.57039578276881e+06	(1.45254430175246e+01dB,-1.07447991516597e+02°)
2.63026799189533e+06	(1.43138497359548e+01dB,-1.07842315196342e+02°)
2.69153480392686e+06	(1.41017505166949e+01dB,-1.08244857196003e+02°)
2.75422870333811e+06	(1.38891250911163e+01dB,-1.08655750692542e+02°)
2.81838293126440e+06	(1.36759525360038e+01dB,-1.09075128493531e+02°)
2.88403150312655e+06	(1.34622112659266e+01dB,-1.09503122863251e+02°)
2.95120922666633e+06	(1.32478790267695e+01dB,-1.09939865340603e+02°)
3.01995172040196e+06	(1.30329328905452e+01dB,-1.10385486549005e+02°)
3.09029543251353e+06	(1.28173492516084e+01dB,-1.10840115998469e+02°)
3.16227766016832e+06	(1.26011038243980e+01dB,-1.11303881880153e+02°)
3.23593656929622e+06	(1.23841716428336e+01dB,-1.11776910853734e+02°)
3.31131121482585e+06	(1.21665270614947e+01dB,-1.12259327828062e+02°)
3.38844156139196e+06	(1.19481437587125e+01dB,-1.12751255735590e+02°)
3.46736850452525e+06	(1.17289947416980e+01dB,-1.13252815301211e+02°)
3.54813389233568e+06	(1.15090523538353e+01dB,-1.13764124806195e+02°)
3.63078054770094e+06	(1.12882882842571e+01dB,-1.14285299848036e+02°)
3.71535229097165e+06	(1.10666735798200e+01dB,-1.14816453097089e+02°)
3.80189396320554e+06	(1.08441786595858e+01dB,-1.15357694051012e+02°)
3.89045144994273e+06	(1.06207733319084e+01dB,-1.15909128788096e+02°)
3.98107170553489e+06	(1.03964268142133e+01dB,-1.16470859720676e+02°)
4.07380277804105e+06	(1.01711077555425e+01dB,-1.17042985349920e+02°)
4.16869383470327e+06	(9.94478426192573e+00dB,-1.17625600023362e+02°)
4.26579518801584e+06	(9.71742392461675e+00dB,-1.18218793696647e+02°)
4.36515832240157e+06	(9.48899385121639e+00dB,-1.18822651701021e+02°)
4.46683592150954e+06	(9.25946069968165e+00dB,-1.19437254518165e+02°)
4.57088189614866e+06	(9.02879071519510e+00dB,-1.20062677564022e+02°)
4.67735141287189e+06	(8.79694976984344e+00dB,-1.20698990983309e+02°)
4.78630092322629e+06	(8.56390340502596e+00dB,-1.21346259456397e+02°)
4.89778819368436e+06	(8.32961687648405e+00dB,-1.22004542020285e+02°)
5.01187233627262e+06	(8.09405520181245e+00dB,-1.22673891905311e+02°)
5.12861383991355e+06	(7.85718321028126e+00dB,-1.23354356389241e+02°)
5.24807460249762e+06	(7.61896559476549e+00dB,-1.24045976670270e+02°)
5.37031796370242e+06	(7.37936696554751e+00dB,-1.24748787760368e+02°)
5.49540873857613e+06	(7.13835190572596e+00dB,-1.25462818400282e+02°)
5.62341325190338e+06	(6.89588502793503e+00dB,-1.26188090997309e+02°)
5.75439937337145e+06	(6.65193103204970e+00dB,-1.26924621586792e+02°)
5.88843655355577e+06	(6.40645476352704e+00dB,-1.27672419818032e+02°)
6.02559586074345e+06	(6.15942127201197e+00dB,-1.28431488965070e+02°)
6.16595001861470e+06	(5.91079586981721e+00dB,-1.29201825962497e+02°)
6.30957344480180e+06	(5.66054418987487e+00dB,-1.29983421466153e+02°)
6.45654229034642e+06	(5.40863224274870e+00dB,-1.30776259938221e+02°)
6.60693448007582e+06	(5.15502647229542e+00dB,-1.31580319755899e+02°)
6.76082975391968e+06	(4.89969380956836e+00dB,-1.32395573342460e+02°)
6.91830970918922e+06	(4.64260172456983e+00dB,-1.33221987319135e+02°)
7.07945784384123e+06	(4.38371827547841e+00dB,-1.34059522675906e+02°)
7.24435960074975e+06	(4.12301215500609e+00dB,-1.34908134958929e+02°)
7.41310241300902e+06	(3.86045273357546e+00dB,-1.35767774471961e+02°)
7.58577575029168e+06	(3.59601009905162e+00dB,-1.36638386488863e+02°)
7.76247116628676e+06	(3.32965509281391e+00dB,-1.37519911473941e+02°)
7.94328234724265e+06	(3.06135934201093e+00dB,-1.38412285306669e+02°)
8.12830516164082e+06	(2.79109528790601e+00dB,-1.39315439507122e+02°)
8.31763771102654e+06	(2.51883621028965e+00dB,-1.40229301458309e+02°)
8.51138038202359e+06	(2.24455624800822e+00dB,-1.41153794621516e+02°)
8.70963589956062e+06	(1.96823041573413e+00dB,-1.42088838740757e+02°)
8.91250938133727e+06	(1.68983461717917e+00dB,-1.43034350032471e+02°)
9.12010839355890e+06	(1.40934565502934e+00dB,-1.43990241356746e+02°)
9.33254300796971e+06	(1.12674123795342e+00dB,-1.44956422366551e+02°)
9.54992586021416e+06	(8.41999985107789e-01dB,-1.45932799631691e+02°)
9.77237220955790e+06	(5.55101428625037e-01dB,-1.46919276734600e+02°)
9.99999999999979e+06	(2.66026014631119e-01dB,-1.47915754335425e+02°)
1.02329299228073e+07	(-2.52448966150386e-02dB,-1.48922130204355e+02°)
1.04712854805088e+07	(-3.18729030826908e-01dB,-1.49938299219623e+02°)
1.07151930523758e+07	(-6.14443199380307e-01dB,-1.50964153330180e+02°)
1.09647819614316e+07	(-9.12403297911717e-01dB,-1.51999581482579e+02°)
1.12201845430194e+07	(-1.21262430314589e+00dB,-1.53044469512203e+02°)
1.14815362149686e+07	(-1.51512026728307e+00dB,-1.54098699999568e+02°)
1.17489755493950e+07	(-1.81990430929867e+00dB,-1.55162152092973e+02°)
1.20226443461739e+07	(-2.12698860254329e+00dB,-1.56234701299348e+02°)
1.23026877081236e+07	(-2.43638435807704e+00dB,-1.57316219245647e+02°)
1.25892541179414e+07	(-2.74810180322961e+00dB,-1.58406573413618e+02°)
1.28824955169311e+07	(-3.06215015494369e+00dB,-1.59505626851156e+02°)
1.31825673855638e+07	(-3.37853758753393e+00dB,-1.60613237863847e+02°)
1.34896288259162e+07	(-3.69727119457362e+00dB,-1.61729259690537e+02°)
1.38038426460286e+07	(-4.01835694470668e+00dB,-1.62853540166999e+02°)
