vgs	Is(M2)
7.350000000000005e-01	1.561476e-05
7.360000000000005e-01	1.570329e-05
7.370000000000005e-01	1.579204e-05
7.380000000000005e-01	1.588099e-05
7.390000000000005e-01	1.597014e-05
7.400000000000005e-01	1.605950e-05
7.410000000000005e-01	1.614907e-05
7.420000000000005e-01	1.623884e-05
7.430000000000005e-01	1.632881e-05
7.440000000000005e-01	1.641899e-05
7.450000000000006e-01	1.650937e-05
7.460000000000006e-01	1.659996e-05
7.470000000000006e-01	1.669075e-05
7.480000000000006e-01	1.678174e-05
7.490000000000006e-01	1.687293e-05
7.500000000000006e-01	1.696433e-05
7.510000000000006e-01	1.705593e-05
7.520000000000006e-01	1.714774e-05
7.530000000000006e-01	1.723974e-05
7.540000000000006e-01	1.733195e-05
7.550000000000006e-01	1.742436e-05
7.560000000000006e-01	1.751697e-05
7.570000000000006e-01	1.760978e-05
7.580000000000006e-01	1.770279e-05
7.590000000000006e-01	1.779600e-05
7.600000000000006e-01	1.788941e-05
7.610000000000006e-01	1.798303e-05
7.620000000000006e-01	1.807684e-05
7.630000000000006e-01	1.817085e-05
7.640000000000006e-01	1.826506e-05
7.650000000000006e-01	1.835948e-05
7.660000000000006e-01	1.845409e-05
7.670000000000006e-01	1.854890e-05
7.680000000000006e-01	1.864391e-05
7.690000000000006e-01	1.873912e-05
7.700000000000006e-01	1.883452e-05
7.710000000000006e-01	1.893013e-05
7.720000000000006e-01	1.902593e-05
7.730000000000006e-01	1.912194e-05
7.740000000000006e-01	1.921814e-05
7.750000000000006e-01	1.931453e-05
7.760000000000006e-01	1.941113e-05
7.770000000000006e-01	1.950792e-05
7.780000000000006e-01	1.960491e-05
7.790000000000006e-01	1.970210e-05
7.800000000000006e-01	1.979948e-05
7.810000000000006e-01	1.989706e-05
7.820000000000006e-01	1.999484e-05
7.830000000000006e-01	2.009281e-05
7.840000000000006e-01	2.019098e-05
7.850000000000006e-01	2.028935e-05
7.860000000000006e-01	2.038791e-05
7.870000000000006e-01	2.048666e-05
7.880000000000006e-01	2.058562e-05
7.890000000000006e-01	2.068477e-05
7.900000000000006e-01	2.078411e-05
7.910000000000006e-01	2.088365e-05
7.920000000000006e-01	2.098339e-05
7.930000000000006e-01	2.108332e-05
7.940000000000006e-01	2.118344e-05
7.950000000000006e-01	2.128376e-05
7.960000000000006e-01	2.138427e-05
7.970000000000006e-01	2.148498e-05
7.980000000000006e-01	2.158588e-05
7.990000000000006e-01	2.168698e-05
8.000000000000000e-01	2.178827e-05
